expression,expected_result,wrapper,pair_id,family,source,target,expected_strategy
((cosh(6*x)) + m) - ((cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x)) + m),0,additive_passthrough_zero,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand
k*(cosh(6*x)) - k*(cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x)),0,scaled_difference_zero,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand
((cosh(6*x))/q) - ((cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x))/q),0,common_denominator_zero,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand
((cosh(6*x)) + 1)/((cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x)) + 1),1,shifted_quotient_one,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand
((tanh(x+y)) + m) - (((tanh(x)+tanh(y))/(1+tanh(x)*tanh(y))) + m),0,additive_passthrough_zero,expand_hyperbolic_tanh_sum,simplify,tanh(x+y),(tanh(x)+tanh(y))/(1+tanh(x)*tanh(y)),rewrite hyperbolics
k*(tanh(x+y)) - k*((tanh(x)+tanh(y))/(1+tanh(x)*tanh(y))),0,scaled_difference_zero,expand_hyperbolic_tanh_sum,simplify,tanh(x+y),(tanh(x)+tanh(y))/(1+tanh(x)*tanh(y)),rewrite hyperbolics
((tanh(x+y))/q) - (((tanh(x)+tanh(y))/(1+tanh(x)*tanh(y)))/q),0,common_denominator_zero,expand_hyperbolic_tanh_sum,simplify,tanh(x+y),(tanh(x)+tanh(y))/(1+tanh(x)*tanh(y)),rewrite hyperbolics
((tanh(x+y)) + 1)/(((tanh(x)+tanh(y))/(1+tanh(x)*tanh(y))) + 1),1,shifted_quotient_one,expand_hyperbolic_tanh_sum,simplify,tanh(x+y),(tanh(x)+tanh(y))/(1+tanh(x)*tanh(y)),rewrite hyperbolics
((tanh(3*x)) + m) - (((3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2)) + m),0,additive_passthrough_zero,expand_hyperbolic_tanh_triple_angle,simplify,tanh(3*x),(3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2),rewrite hyperbolics
k*(tanh(3*x)) - k*((3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2)),0,scaled_difference_zero,expand_hyperbolic_tanh_triple_angle,simplify,tanh(3*x),(3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2),rewrite hyperbolics
((tanh(3*x))/q) - (((3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2))/q),0,common_denominator_zero,expand_hyperbolic_tanh_triple_angle,simplify,tanh(3*x),(3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2),rewrite hyperbolics
((tanh(3*x)) + 1)/(((3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2)) + 1),1,shifted_quotient_one,expand_hyperbolic_tanh_triple_angle,simplify,tanh(3*x),(3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2),rewrite hyperbolics
((exp(x)*exp(y)) + m) - ((exp(x+y)) + m),0,additive_passthrough_zero,contract_exponential_sum,simplify,exp(x)*exp(y),exp(x+y),rewrite exponentials
k*(exp(x)*exp(y)) - k*(exp(x+y)),0,scaled_difference_zero,contract_exponential_sum,simplify,exp(x)*exp(y),exp(x+y),rewrite exponentials
((exp(x)*exp(y))/q) - ((exp(x+y))/q),0,common_denominator_zero,contract_exponential_sum,simplify,exp(x)*exp(y),exp(x+y),rewrite exponentials
((exp(x)*exp(y)) + 1)/((exp(x+y)) + 1),1,shifted_quotient_one,contract_exponential_sum,simplify,exp(x)*exp(y),exp(x+y),rewrite exponentials
((exp(x)/exp(y)) + m) - ((exp(x-y)) + m),0,additive_passthrough_zero,contract_exponential_difference,simplify,exp(x)/exp(y),exp(x-y),rewrite exponentials
k*(exp(x)/exp(y)) - k*(exp(x-y)),0,scaled_difference_zero,contract_exponential_difference,simplify,exp(x)/exp(y),exp(x-y),rewrite exponentials
((exp(x)/exp(y))/q) - ((exp(x-y))/q),0,common_denominator_zero,contract_exponential_difference,simplify,exp(x)/exp(y),exp(x-y),rewrite exponentials
((exp(x)/exp(y)) + 1)/((exp(x-y)) + 1),1,shifted_quotient_one,contract_exponential_difference,simplify,exp(x)/exp(y),exp(x-y),rewrite exponentials
((1/exp(x)) + m) - ((exp(-x)) + m),0,additive_passthrough_zero,contract_exponential_reciprocal,simplify,1/exp(x),exp(-x),rewrite exponentials
k*(1/exp(x)) - k*(exp(-x)),0,scaled_difference_zero,contract_exponential_reciprocal,simplify,1/exp(x),exp(-x),rewrite exponentials
((1/exp(x))/q) - ((exp(-x))/q),0,common_denominator_zero,contract_exponential_reciprocal,simplify,1/exp(x),exp(-x),rewrite exponentials
((1/exp(x)) + 1)/((exp(-x)) + 1),1,shifted_quotient_one,contract_exponential_reciprocal,simplify,1/exp(x),exp(-x),rewrite exponentials
((exp(x)^3) + m) - ((exp(3*x)) + m),0,additive_passthrough_zero,contract_exponential_power,simplify,exp(x)^3,exp(3*x),rewrite exponentials
k*(exp(x)^3) - k*(exp(3*x)),0,scaled_difference_zero,contract_exponential_power,simplify,exp(x)^3,exp(3*x),rewrite exponentials
((exp(x)^3)/q) - ((exp(3*x))/q),0,common_denominator_zero,contract_exponential_power,simplify,exp(x)^3,exp(3*x),rewrite exponentials
((exp(x)^3) + 1)/((exp(3*x)) + 1),1,shifted_quotient_one,contract_exponential_power,simplify,exp(x)^3,exp(3*x),rewrite exponentials
((sin(x)^4) + m) - (((3-4*cos(2*x)+cos(4*x))/8) + m),0,additive_passthrough_zero,expand_trig_sine_fourth_power_reduction,simplify,sin(x)^4,(3-4*cos(2*x)+cos(4*x))/8,expand trig
k*(sin(x)^4) - k*((3-4*cos(2*x)+cos(4*x))/8),0,scaled_difference_zero,expand_trig_sine_fourth_power_reduction,simplify,sin(x)^4,(3-4*cos(2*x)+cos(4*x))/8,expand trig
((sin(x)^4)/q) - (((3-4*cos(2*x)+cos(4*x))/8)/q),0,common_denominator_zero,expand_trig_sine_fourth_power_reduction,simplify,sin(x)^4,(3-4*cos(2*x)+cos(4*x))/8,expand trig
((sin(x)^4) + 1)/(((3-4*cos(2*x)+cos(4*x))/8) + 1),1,shifted_quotient_one,expand_trig_sine_fourth_power_reduction,simplify,sin(x)^4,(3-4*cos(2*x)+cos(4*x))/8,expand trig
((cos(x)^4) + m) - (((3+4*cos(2*x)+cos(4*x))/8) + m),0,additive_passthrough_zero,expand_trig_cosine_fourth_power_reduction,simplify,cos(x)^4,(3+4*cos(2*x)+cos(4*x))/8,expand trig
k*(cos(x)^4) - k*((3+4*cos(2*x)+cos(4*x))/8),0,scaled_difference_zero,expand_trig_cosine_fourth_power_reduction,simplify,cos(x)^4,(3+4*cos(2*x)+cos(4*x))/8,expand trig
((cos(x)^4)/q) - (((3+4*cos(2*x)+cos(4*x))/8)/q),0,common_denominator_zero,expand_trig_cosine_fourth_power_reduction,simplify,cos(x)^4,(3+4*cos(2*x)+cos(4*x))/8,expand trig
((cos(x)^4) + 1)/(((3+4*cos(2*x)+cos(4*x))/8) + 1),1,shifted_quotient_one,expand_trig_cosine_fourth_power_reduction,simplify,cos(x)^4,(3+4*cos(2*x)+cos(4*x))/8,expand trig
((sin(x)^2*cos(x)^2) + m) - (((1-cos(4*x))/8) + m),0,additive_passthrough_zero,expand_trig_sine_cosine_square_product_reduction,simplify,sin(x)^2*cos(x)^2,(1-cos(4*x))/8,expand trig
k*(sin(x)^2*cos(x)^2) - k*((1-cos(4*x))/8),0,scaled_difference_zero,expand_trig_sine_cosine_square_product_reduction,simplify,sin(x)^2*cos(x)^2,(1-cos(4*x))/8,expand trig
((sin(x)^2*cos(x)^2)/q) - (((1-cos(4*x))/8)/q),0,common_denominator_zero,expand_trig_sine_cosine_square_product_reduction,simplify,sin(x)^2*cos(x)^2,(1-cos(4*x))/8,expand trig
((sin(x)^2*cos(x)^2) + 1)/(((1-cos(4*x))/8) + 1),1,shifted_quotient_one,expand_trig_sine_cosine_square_product_reduction,simplify,sin(x)^2*cos(x)^2,(1-cos(4*x))/8,expand trig
((2*sin(2*x)*sin(x)) + m) - ((4*cos(x)-4*cos(x)^3) + m),0,additive_passthrough_zero,expand_trig_product_to_sum_to_cosine_difference_polynomial,expand,2*sin(2*x)*sin(x),4*cos(x)-4*cos(x)^3,expand trig
k*(2*sin(2*x)*sin(x)) - k*(4*cos(x)-4*cos(x)^3),0,scaled_difference_zero,expand_trig_product_to_sum_to_cosine_difference_polynomial,expand,2*sin(2*x)*sin(x),4*cos(x)-4*cos(x)^3,expand trig
((2*sin(2*x)*sin(x))/q) - ((4*cos(x)-4*cos(x)^3)/q),0,common_denominator_zero,expand_trig_product_to_sum_to_cosine_difference_polynomial,expand,2*sin(2*x)*sin(x),4*cos(x)-4*cos(x)^3,expand trig
((2*sin(2*x)*sin(x)) + 1)/((4*cos(x)-4*cos(x)^3) + 1),1,shifted_quotient_one,expand_trig_product_to_sum_to_cosine_difference_polynomial,expand,2*sin(2*x)*sin(x),4*cos(x)-4*cos(x)^3,expand trig
((2*cos(2*x)*cos(x)) + m) - ((4*cos(x)^3-2*cos(x)) + m),0,additive_passthrough_zero,expand_trig_product_to_sum_to_cosine_sum_polynomial,expand,2*cos(2*x)*cos(x),4*cos(x)^3-2*cos(x),expand trig
k*(2*cos(2*x)*cos(x)) - k*(4*cos(x)^3-2*cos(x)),0,scaled_difference_zero,expand_trig_product_to_sum_to_cosine_sum_polynomial,expand,2*cos(2*x)*cos(x),4*cos(x)^3-2*cos(x),expand trig
((2*cos(2*x)*cos(x))/q) - ((4*cos(x)^3-2*cos(x))/q),0,common_denominator_zero,expand_trig_product_to_sum_to_cosine_sum_polynomial,expand,2*cos(2*x)*cos(x),4*cos(x)^3-2*cos(x),expand trig
((2*cos(2*x)*cos(x)) + 1)/((4*cos(x)^3-2*cos(x)) + 1),1,shifted_quotient_one,expand_trig_product_to_sum_to_cosine_sum_polynomial,expand,2*cos(2*x)*cos(x),4*cos(x)^3-2*cos(x),expand trig
((2*cos(2*x)*sin(x)) + m) - ((4*cos(x)^2*sin(x)-2*sin(x)) + m),0,additive_passthrough_zero,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial,expand,2*cos(2*x)*sin(x),4*cos(x)^2*sin(x)-2*sin(x),expand trig
k*(2*cos(2*x)*sin(x)) - k*(4*cos(x)^2*sin(x)-2*sin(x)),0,scaled_difference_zero,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial,expand,2*cos(2*x)*sin(x),4*cos(x)^2*sin(x)-2*sin(x),expand trig
((2*cos(2*x)*sin(x))/q) - ((4*cos(x)^2*sin(x)-2*sin(x))/q),0,common_denominator_zero,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial,expand,2*cos(2*x)*sin(x),4*cos(x)^2*sin(x)-2*sin(x),expand trig
((2*cos(2*x)*sin(x)) + 1)/((4*cos(x)^2*sin(x)-2*sin(x)) + 1),1,shifted_quotient_one,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial,expand,2*cos(2*x)*sin(x),4*cos(x)^2*sin(x)-2*sin(x),expand trig
((2*sin(2*x)*sin(x)+a) + m) - ((4*cos(x)-4*cos(x)^3+a) + m),0,additive_passthrough_zero,expand_trig_product_to_sum_to_cosine_difference_polynomial_with_passthrough,expand,2*sin(2*x)*sin(x)+a,4*cos(x)-4*cos(x)^3+a,expand trig
k*(2*sin(2*x)*sin(x)+a) - k*(4*cos(x)-4*cos(x)^3+a),0,scaled_difference_zero,expand_trig_product_to_sum_to_cosine_difference_polynomial_with_passthrough,expand,2*sin(2*x)*sin(x)+a,4*cos(x)-4*cos(x)^3+a,expand trig
((2*sin(2*x)*sin(x)+a)/q) - ((4*cos(x)-4*cos(x)^3+a)/q),0,common_denominator_zero,expand_trig_product_to_sum_to_cosine_difference_polynomial_with_passthrough,expand,2*sin(2*x)*sin(x)+a,4*cos(x)-4*cos(x)^3+a,expand trig
((2*sin(2*x)*sin(x)+a) + 1)/((4*cos(x)-4*cos(x)^3+a) + 1),1,shifted_quotient_one,expand_trig_product_to_sum_to_cosine_difference_polynomial_with_passthrough,expand,2*sin(2*x)*sin(x)+a,4*cos(x)-4*cos(x)^3+a,expand trig
((2*cos(2*x)*sin(x)+a) + m) - ((4*cos(x)^2*sin(x)-2*sin(x)+a) + m),0,additive_passthrough_zero,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial_with_passthrough,expand,2*cos(2*x)*sin(x)+a,4*cos(x)^2*sin(x)-2*sin(x)+a,expand trig
k*(2*cos(2*x)*sin(x)+a) - k*(4*cos(x)^2*sin(x)-2*sin(x)+a),0,scaled_difference_zero,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial_with_passthrough,expand,2*cos(2*x)*sin(x)+a,4*cos(x)^2*sin(x)-2*sin(x)+a,expand trig
((2*cos(2*x)*sin(x)+a)/q) - ((4*cos(x)^2*sin(x)-2*sin(x)+a)/q),0,common_denominator_zero,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial_with_passthrough,expand,2*cos(2*x)*sin(x)+a,4*cos(x)^2*sin(x)-2*sin(x)+a,expand trig
((2*cos(2*x)*sin(x)+a) + 1)/((4*cos(x)^2*sin(x)-2*sin(x)+a) + 1),1,shifted_quotient_one,expand_trig_product_to_sum_to_sine_difference_mixed_polynomial_with_passthrough,expand,2*cos(2*x)*sin(x)+a,4*cos(x)^2*sin(x)-2*sin(x)+a,expand trig
((sin(x)+cos(x)+sin(y)+cos(y)) + m) - ((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + m),0,additive_passthrough_zero,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig
k*(sin(x)+cos(x)+sin(y)+cos(y)) - k*(sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)),0,scaled_difference_zero,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig
((sin(x)+cos(x)+sin(y)+cos(y))/q) - ((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4))/q),0,common_denominator_zero,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig
((sin(x)+cos(x)+sin(y)+cos(y)) + 1)/((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + 1),1,shifted_quotient_one,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig
((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + m) - ((sin(x)+cos(x)+sin(y)+cos(y)) + m),0,additive_passthrough_zero,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig
k*(sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) - k*(sin(x)+cos(x)+sin(y)+cos(y)),0,scaled_difference_zero,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig
((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4))/q) - ((sin(x)+cos(x)+sin(y)+cos(y))/q),0,common_denominator_zero,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig
((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + 1)/((sin(x)+cos(x)+sin(y)+cos(y)) + 1),1,shifted_quotient_one,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig
((sqrt(2)*sin(x+pi/4)) + m) - ((sqrt(2)*cos(x-pi/4)) + m),0,additive_passthrough_zero,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig
k*(sqrt(2)*sin(x+pi/4)) - k*(sqrt(2)*cos(x-pi/4)),0,scaled_difference_zero,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig
((sqrt(2)*sin(x+pi/4))/q) - ((sqrt(2)*cos(x-pi/4))/q),0,common_denominator_zero,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig
((sqrt(2)*sin(x+pi/4)) + 1)/((sqrt(2)*cos(x-pi/4)) + 1),1,shifted_quotient_one,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig
((sqrt(2)*sin(x+pi/4)+a) + m) - ((sqrt(2)*cos(x-pi/4)+a) + m),0,additive_passthrough_zero,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig
k*(sqrt(2)*sin(x+pi/4)+a) - k*(sqrt(2)*cos(x-pi/4)+a),0,scaled_difference_zero,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig
((sqrt(2)*sin(x+pi/4)+a)/q) - ((sqrt(2)*cos(x-pi/4)+a)/q),0,common_denominator_zero,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig
((sqrt(2)*sin(x+pi/4)+a) + 1)/((sqrt(2)*cos(x-pi/4)+a) + 1),1,shifted_quotient_one,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig
((5*sin(x+arctan(4/3))) + m) - ((5*cos(x-arctan(3/4))) + m),0,additive_passthrough_zero,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig
k*(5*sin(x+arctan(4/3))) - k*(5*cos(x-arctan(3/4))),0,scaled_difference_zero,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig
((5*sin(x+arctan(4/3)))/q) - ((5*cos(x-arctan(3/4)))/q),0,common_denominator_zero,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig
((5*sin(x+arctan(4/3))) + 1)/((5*cos(x-arctan(3/4))) + 1),1,shifted_quotient_one,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig
((5*sin(x+arctan(4/3))+a) + m) - ((5*cos(x-arctan(3/4))+a) + m),0,additive_passthrough_zero,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig
k*(5*sin(x+arctan(4/3))+a) - k*(5*cos(x-arctan(3/4))+a),0,scaled_difference_zero,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig
((5*sin(x+arctan(4/3))+a)/q) - ((5*cos(x-arctan(3/4))+a)/q),0,common_denominator_zero,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig
((5*sin(x+arctan(4/3))+a) + 1)/((5*cos(x-arctan(3/4))+a) + 1),1,shifted_quotient_one,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig
(((x + x)^2) + m) - (((2*x)^2) + m),0,squared_passthrough_zero,combine_like_terms,simplify,x + x,2*x,combine like terms
((((x + x)^2) + m)^2) - ((((2*x)^2) + m)^2),0,squared_passthrough_zero,combine_like_terms_double_squared,simplify,x + x,2*x,combine like terms
(((a*x + b*x + c)^2) + m) - ((((a + b)*x + c)^2) + m),0,squared_passthrough_zero,collect_linear,collect,a*x + b*x + c,(a + b)*x + c,collect
((((a*x + b*x + c)^2) + m)^2) - (((((a + b)*x + c)^2) + m)^2),0,squared_passthrough_zero,collect_linear_double_squared,collect,a*x + b*x + c,(a + b)*x + c,collect
(((sin(x)^2 + cos(x)^2)^2) + m) - (((1)^2) + m),0,squared_passthrough_zero,pythagorean_identity,simplify,sin(x)^2 + cos(x)^2,1,rewrite trigs
(((cosh(x)^2 - sinh(x)^2)^2) + m) - (((1)^2) + m),0,squared_passthrough_zero,hyperbolic_pythagorean_identity,simplify,cosh(x)^2 - sinh(x)^2,1,rewrite hyperbolics
(((arctan(a)+arctan(1/a))^2) + m) - (((pi/2)^2) + m),0,squared_passthrough_zero,inverse_tan_identity,simplify,arctan(a)+arctan(1/a),pi/2,rewrite inverse trigs
(((1/cos(x))^2) + m) - (((sec(x))^2) + m),0,squared_passthrough_zero,contract_trig_sec_reciprocal,trig_contract,1/cos(x),sec(x),contract trig
((((1/cos(x))^2 + m)^2) - (((sec(x))^2 + m)^2)),0,squared_passthrough_zero,contract_trig_sec_reciprocal_double_squared,trig_contract,1/cos(x),sec(x),contract trig
(((1/sin(x))^2) + m) - (((csc(x))^2) + m),0,squared_passthrough_zero,contract_trig_csc_reciprocal,trig_contract,1/sin(x),csc(x),contract trig
(((a^2 - b^2)^2) + m) - ((((a - b)*(a + b))^2) + m),0,squared_passthrough_zero,factor_difference_squares,factor,a^2 - b^2,(a - b)*(a + b),factor
((((a^2 - b^2)^2) + m)^2) - (((((a - b)*(a + b))^2) + m)^2),0,squared_passthrough_zero,factor_difference_squares_double_squared,factor,a^2 - b^2,(a - b)*(a + b),factor
(((x^4 + 4*y^4)^2) + m) - ((((x^2 - 2*x*y + 2*y^2)*(x^2 + 2*x*y + 2*y^2))^2) + m),0,squared_passthrough_zero,factor_sophie_germain,factor,x^4 + 4*y^4,(x^2 - 2*x*y + 2*y^2)*(x^2 + 2*x*y + 2*y^2),factor
"(((sum(1/(k*(k+1)), k, 1, n))^2) + m) - (((1 - 1/(n+1))^2) + m)",0,squared_passthrough_zero,finite_telescoping_sum_basic,finite_telescoping,"sum(1/(k*(k+1)), k, 1, n)",1 - 1/(n+1),finite sums/products
"((((sum(1/(k*(k+1)), k, 1, n))^2) + m)^2) - ((((1 - 1/(n+1))^2) + m)^2)",0,squared_passthrough_zero,finite_telescoping_sum_basic_double_squared,finite_telescoping,"sum(1/(k*(k+1)), k, 1, n)",1 - 1/(n+1),finite sums/products
(((1/(sqrt(a)+sqrt(b)))^2) + m) - ((((sqrt(a)-sqrt(b))/(a-b))^2) + m),0,squared_passthrough_zero,rationalize_linear_root_sum_squared,rationalize,1/(sqrt(a)+sqrt(b)),(sqrt(a)-sqrt(b))/(a-b),rationalize
((((1/(sqrt(a)+sqrt(b)))^2) + m)^2) - (((((sqrt(a)-sqrt(b))/(a-b))^2) + m)^2),0,squared_passthrough_zero,rationalize_linear_root_sum_double_squared,rationalize,1/(sqrt(a)+sqrt(b)),(sqrt(a)-sqrt(b))/(a-b),rationalize
(((ln(x^2-y^2))^2) + m) - (((ln(x-y)+ln(x+y))^2) + m),0,squared_passthrough_zero,expand_log_factored_difference_squares_squared,log_expand,ln(x^2-y^2),ln(x-y)+ln(x+y),expand_log
(((ln(x^2)+ln(y^2))^2) + m) - (((ln((x*y)^2))^2) + m),0,squared_passthrough_zero,contract_log_grouped_power_squared,log_contract,ln(x^2)+ln(y^2),ln((x*y)^2),contract logs
((((ln(x^2-y^2))^2) + m)^2) - ((((ln(x-y)+ln(x+y))^2) + m)^2),0,squared_passthrough_zero,expand_log_factored_difference_squares_double_squared,log_expand,ln(x^2-y^2),ln(x-y)+ln(x+y),expand_log
((((ln(x^2)+ln(y^2))^2) + m)^2) - ((((ln((x*y)^2))^2) + m)^2),0,squared_passthrough_zero,contract_log_grouped_power_double_squared,log_contract,ln(x^2)+ln(y^2),ln((x*y)^2),contract logs
(((1/(1/a + 1/b))^2) + m) - ((((a*b)/(a+b))^2) + m),0,squared_passthrough_zero,nested_fraction_one_over_sum_squared,nested_fraction,1/(1/a + 1/b),(a*b)/(a+b),nested fraction
((((1/(1/a + 1/b))^2) + m)^2) - (((((a*b)/(a+b))^2) + m)^2),0,squared_passthrough_zero,nested_fraction_one_over_sum_double_squared,nested_fraction,1/(1/a + 1/b),(a*b)/(a+b),nested fraction
(((1/(1/a + 1/b) + c + d)^2) + m) - ((((a*b)/(a+b) + c + d)^2) + m),0,squared_passthrough_zero,nested_fraction_inner_double_noise_squared,nested_fraction,1/(1/a + 1/b),(a*b)/(a+b),nested fraction
"(exp(y*log(x)) - x^y) + (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)) + (2/(x^2 - 1) - 1/(x-1) + 1/(x+1)) + (sqrt(x + 2*sqrt(x-1)) - sqrt(x-1) - 1)",0,combined_additive_zero,log_exp_trig_fraction_root_perfect_square_mix,simplify,"(exp(y*log(x)) - x^y) + (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)) + (2/(x^2 - 1) - 1/(x-1) + 1/(x+1)) + (sqrt(x + 2*sqrt(x-1)) - sqrt(x-1) - 1)",0,collapse exact zero additive subexpressions
"(atanh((x^2 - 1)/(x^2 + 1)) - log(x))",0,combined_additive_zero,atanh_square_ratio_log_pair,log_contract,"atanh((x^2 - 1)/(x^2 + 1)) - log(x)",0,collapse exact zero additive subexpressions
"(ln(x^2-y^2) - ln(x-y) - ln(x+y)) + (1/(sqrt(a)+sqrt(b)) - (sqrt(a)-sqrt(b))/(a-b))",0,combined_additive_zero,log_expand_rationalize_combined_zero,simplify,"(ln(x^2-y^2) - ln(x-y) - ln(x+y)) + (1/(sqrt(a)+sqrt(b)) - (sqrt(a)-sqrt(b))/(a-b))",0,collapse exact zero additive subexpressions
"(sinh(x+y)-sinh(x)*cosh(y)-cosh(x)*sinh(y)) + ((u^3-b^3)/(u-b) - (u^2+u*b+b^2))",0,combined_additive_zero,hyperbolic_polynomial_quotient_combined_zero,simplify,"(sinh(x+y)-sinh(x)*cosh(y)-cosh(x)*sinh(y)) + ((u^3-b^3)/(u-b) - (u^2+u*b+b^2))",0,collapse exact zero additive subexpressions
