expression,expected_result,composition,source_expr_1,source_expr_2
(x*y + x*z - x*(y+z)) * (sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))),0,product,x*y + x*z - x*(y+z),sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))
((x*y + x*z - x*(y+z)) + 1)/((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))
(x*y + x*z - x*(y+z)) + ((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)),0,sum,x*y + x*z - x*(y+z),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
(x*y + x*z - x*(y+z)) - ((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)),0,difference,x*y + x*z - x*(y+z),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
(x*y + x*z - x*(y+z)) * ((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)),0,product,x*y + x*z - x*(y+z),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
((x*y + x*z - x*(y+z)) + 1)/(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
(x*y + x*z - x*(y+z)) + (sqrt(a^2 + 2*a*b + b^2) - abs(a+b)),0,sum,x*y + x*z - x*(y+z),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
(x*y + x*z - x*(y+z)) - (sqrt(a^2 + 2*a*b + b^2) - abs(a+b)),0,difference,x*y + x*z - x*(y+z),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
(x*y + x*z - x*(y+z)) * (sqrt(a^2 + 2*a*b + b^2) - abs(a+b)),0,product,x*y + x*z - x*(y+z),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
((x*y + x*z - x*(y+z)) + 1)/((sqrt(a^2 + 2*a*b + b^2) - abs(a+b)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
(x*y + x*z - x*(y+z)) + (ln((x*y)^2) - ln(x^2) - ln(y^2)),0,sum,x*y + x*z - x*(y+z),ln((x*y)^2) - ln(x^2) - ln(y^2)
(x*y + x*z - x*(y+z)) - (ln((x*y)^2) - ln(x^2) - ln(y^2)),0,difference,x*y + x*z - x*(y+z),ln((x*y)^2) - ln(x^2) - ln(y^2)
(x*y + x*z - x*(y+z)) * (ln((x*y)^2) - ln(x^2) - ln(y^2)),0,product,x*y + x*z - x*(y+z),ln((x*y)^2) - ln(x^2) - ln(y^2)
((x*y + x*z - x*(y+z)) + 1)/((ln((x*y)^2) - ln(x^2) - ln(y^2)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),ln((x*y)^2) - ln(x^2) - ln(y^2)
(x*y + x*z - x*(y+z)) + (2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))),0,sum,x*y + x*z - x*(y+z),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
(x*y + x*z - x*(y+z)) - (2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))),0,difference,x*y + x*z - x*(y+z),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
(x*y + x*z - x*(y+z)) * (2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))),0,product,x*y + x*z - x*(y+z),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
((x*y + x*z - x*(y+z)) + 1)/((2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
(x*y + x*z - x*(y+z)) + (tan(x)*cot(x) - 1),0,sum,x*y + x*z - x*(y+z),tan(x)*cot(x) - 1
(x*y + x*z - x*(y+z)) - (tan(x)*cot(x) - 1),0,difference,x*y + x*z - x*(y+z),tan(x)*cot(x) - 1
(x*y + x*z - x*(y+z)) * (tan(x)*cot(x) - 1),0,product,x*y + x*z - x*(y+z),tan(x)*cot(x) - 1
((x*y + x*z - x*(y+z)) + 1)/((tan(x)*cot(x) - 1) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),tan(x)*cot(x) - 1
(x*y + x*z - x*(y+z)) + (sec(x)^2 - tan(x)^2 - 1),0,sum,x*y + x*z - x*(y+z),sec(x)^2 - tan(x)^2 - 1
(x*y + x*z - x*(y+z)) - (sec(x)^2 - tan(x)^2 - 1),0,difference,x*y + x*z - x*(y+z),sec(x)^2 - tan(x)^2 - 1
(x*y + x*z - x*(y+z)) * (sec(x)^2 - tan(x)^2 - 1),0,product,x*y + x*z - x*(y+z),sec(x)^2 - tan(x)^2 - 1
((x*y + x*z - x*(y+z)) + 1)/((sec(x)^2 - tan(x)^2 - 1) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),sec(x)^2 - tan(x)^2 - 1
(x*y + x*z - x*(y+z)) + (cosh(x)^2 - sinh(x)^2 - 1),0,sum,x*y + x*z - x*(y+z),cosh(x)^2 - sinh(x)^2 - 1
(x*y + x*z - x*(y+z)) - (cosh(x)^2 - sinh(x)^2 - 1),0,difference,x*y + x*z - x*(y+z),cosh(x)^2 - sinh(x)^2 - 1
(x*y + x*z - x*(y+z)) * (cosh(x)^2 - sinh(x)^2 - 1),0,product,x*y + x*z - x*(y+z),cosh(x)^2 - sinh(x)^2 - 1
((x*y + x*z - x*(y+z)) + 1)/((cosh(x)^2 - sinh(x)^2 - 1) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),cosh(x)^2 - sinh(x)^2 - 1
(x*y + x*z - x*(y+z)) + (2*cos(x)*cos(y) - cos(x+y) - cos(x-y)),0,sum,x*y + x*z - x*(y+z),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
(x*y + x*z - x*(y+z)) - (2*cos(x)*cos(y) - cos(x+y) - cos(x-y)),0,difference,x*y + x*z - x*(y+z),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
(x*y + x*z - x*(y+z)) * (2*cos(x)*cos(y) - cos(x+y) - cos(x-y)),0,product,x*y + x*z - x*(y+z),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
((x*y + x*z - x*(y+z)) + 1)/((2*cos(x)*cos(y) - cos(x+y) - cos(x-y)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
(x*y + x*z - x*(y+z)) + (2*sin(x)*cos(y) - sin(x+y) - sin(x-y)),0,sum,x*y + x*z - x*(y+z),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
(x*y + x*z - x*(y+z)) - (2*sin(x)*cos(y) - sin(x+y) - sin(x-y)),0,difference,x*y + x*z - x*(y+z),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
(x*y + x*z - x*(y+z)) * (2*sin(x)*cos(y) - sin(x+y) - sin(x-y)),0,product,x*y + x*z - x*(y+z),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
((x*y + x*z - x*(y+z)) + 1)/((2*sin(x)*cos(y) - sin(x+y) - sin(x-y)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
(x*y + x*z - x*(y+z)) + (2*sin(x)*sin(y) - cos(x-y) + cos(x+y)),0,sum,x*y + x*z - x*(y+z),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
(x*y + x*z - x*(y+z)) - (2*sin(x)*sin(y) - cos(x-y) + cos(x+y)),0,difference,x*y + x*z - x*(y+z),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
(x*y + x*z - x*(y+z)) * (2*sin(x)*sin(y) - cos(x-y) + cos(x+y)),0,product,x*y + x*z - x*(y+z),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
((x*y + x*z - x*(y+z)) + 1)/((2*sin(x)*sin(y) - cos(x-y) + cos(x+y)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
(x*y + x*z - x*(y+z)) + (exp(x) + exp(-x) - 2*cosh(x)),0,sum,x*y + x*z - x*(y+z),exp(x) + exp(-x) - 2*cosh(x)
(x*y + x*z - x*(y+z)) - (exp(x) + exp(-x) - 2*cosh(x)),0,difference,x*y + x*z - x*(y+z),exp(x) + exp(-x) - 2*cosh(x)
(x*y + x*z - x*(y+z)) * (exp(x) + exp(-x) - 2*cosh(x)),0,product,x*y + x*z - x*(y+z),exp(x) + exp(-x) - 2*cosh(x)
((x*y + x*z - x*(y+z)) + 1)/((exp(x) + exp(-x) - 2*cosh(x)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),exp(x) + exp(-x) - 2*cosh(x)
(x*y + x*z - x*(y+z)) + (exp(x) - exp(-x) - 2*sinh(x)),0,sum,x*y + x*z - x*(y+z),exp(x) - exp(-x) - 2*sinh(x)
(x*y + x*z - x*(y+z)) - (exp(x) - exp(-x) - 2*sinh(x)),0,difference,x*y + x*z - x*(y+z),exp(x) - exp(-x) - 2*sinh(x)
(x*y + x*z - x*(y+z)) * (exp(x) - exp(-x) - 2*sinh(x)),0,product,x*y + x*z - x*(y+z),exp(x) - exp(-x) - 2*sinh(x)
((x*y + x*z - x*(y+z)) + 1)/((exp(x) - exp(-x) - 2*sinh(x)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),exp(x) - exp(-x) - 2*sinh(x)
(x*y + x*z - x*(y+z)) + (1/(u*(u+1)) - 1/u + 1/(u+1)),0,sum,x*y + x*z - x*(y+z),1/(u*(u+1)) - 1/u + 1/(u+1)
(x*y + x*z - x*(y+z)) - (1/(u*(u+1)) - 1/u + 1/(u+1)),0,difference,x*y + x*z - x*(y+z),1/(u*(u+1)) - 1/u + 1/(u+1)
(x*y + x*z - x*(y+z)) * (1/(u*(u+1)) - 1/u + 1/(u+1)),0,product,x*y + x*z - x*(y+z),1/(u*(u+1)) - 1/u + 1/(u+1)
((x*y + x*z - x*(y+z)) + 1)/((1/(u*(u+1)) - 1/u + 1/(u+1)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),1/(u*(u+1)) - 1/u + 1/(u+1)
(x*y + x*z - x*(y+z)) + ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,sum,x*y + x*z - x*(y+z),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(x*y + x*z - x*(y+z)) - ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,difference,x*y + x*z - x*(y+z),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(x*y + x*z - x*(y+z)) * ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,product,x*y + x*z - x*(y+z),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
((x*y + x*z - x*(y+z)) + 1)/(((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(x*y + x*z - x*(y+z)) + ((n+1)!/(n-1)! - n*(n+1)),0,sum,x*y + x*z - x*(y+z),(n+1)!/(n-1)! - n*(n+1)
(x*y + x*z - x*(y+z)) - ((n+1)!/(n-1)! - n*(n+1)),0,difference,x*y + x*z - x*(y+z),(n+1)!/(n-1)! - n*(n+1)
(x*y + x*z - x*(y+z)) * ((n+1)!/(n-1)! - n*(n+1)),0,product,x*y + x*z - x*(y+z),(n+1)!/(n-1)! - n*(n+1)
((x*y + x*z - x*(y+z)) + 1)/(((n+1)!/(n-1)! - n*(n+1)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),(n+1)!/(n-1)! - n*(n+1)
(x*y + x*z - x*(y+z)) + (sqrt(x^5) - x^2*sqrt(x)),0,sum,x*y + x*z - x*(y+z),sqrt(x^5) - x^2*sqrt(x)
(x*y + x*z - x*(y+z)) - (sqrt(x^5) - x^2*sqrt(x)),0,difference,x*y + x*z - x*(y+z),sqrt(x^5) - x^2*sqrt(x)
(x*y + x*z - x*(y+z)) * (sqrt(x^5) - x^2*sqrt(x)),0,product,x*y + x*z - x*(y+z),sqrt(x^5) - x^2*sqrt(x)
((x*y + x*z - x*(y+z)) + 1)/((sqrt(x^5) - x^2*sqrt(x)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),sqrt(x^5) - x^2*sqrt(x)
(x*y + x*z - x*(y+z)) + (sqrt(x^7) - x^3*sqrt(x)),0,sum,x*y + x*z - x*(y+z),sqrt(x^7) - x^3*sqrt(x)
(x*y + x*z - x*(y+z)) - (sqrt(x^7) - x^3*sqrt(x)),0,difference,x*y + x*z - x*(y+z),sqrt(x^7) - x^3*sqrt(x)
(x*y + x*z - x*(y+z)) * (sqrt(x^7) - x^3*sqrt(x)),0,product,x*y + x*z - x*(y+z),sqrt(x^7) - x^3*sqrt(x)
((x*y + x*z - x*(y+z)) + 1)/((sqrt(x^7) - x^3*sqrt(x)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),sqrt(x^7) - x^3*sqrt(x)
(x*y + x*z - x*(y+z)) + (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,sum,x*y + x*z - x*(y+z),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(x*y + x*z - x*(y+z)) - (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,difference,x*y + x*z - x*(y+z),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(x*y + x*z - x*(y+z)) * (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,product,x*y + x*z - x*(y+z),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
((x*y + x*z - x*(y+z)) + 1)/((x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(x*y + x*z - x*(y+z)) + (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,sum,x*y + x*z - x*(y+z),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(x*y + x*z - x*(y+z)) - (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,difference,x*y + x*z - x*(y+z),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(x*y + x*z - x*(y+z)) * (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,product,x*y + x*z - x*(y+z),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
((x*y + x*z - x*(y+z)) + 1)/((x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(x*y + x*z - x*(y+z)) + (x^2 + 2*x + 1 - (x+1)^2),0,sum,x*y + x*z - x*(y+z),x^2 + 2*x + 1 - (x+1)^2
(x*y + x*z - x*(y+z)) - (x^2 + 2*x + 1 - (x+1)^2),0,difference,x*y + x*z - x*(y+z),x^2 + 2*x + 1 - (x+1)^2
(x*y + x*z - x*(y+z)) * (x^2 + 2*x + 1 - (x+1)^2),0,product,x*y + x*z - x*(y+z),x^2 + 2*x + 1 - (x+1)^2
((x*y + x*z - x*(y+z)) + 1)/((x^2 + 2*x + 1 - (x+1)^2) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),x^2 + 2*x + 1 - (x+1)^2
(x*y + x*z - x*(y+z)) + ((a+b+c)/x - a/x - b/x - c/x),0,sum,x*y + x*z - x*(y+z),(a+b+c)/x - a/x - b/x - c/x
(x*y + x*z - x*(y+z)) - ((a+b+c)/x - a/x - b/x - c/x),0,difference,x*y + x*z - x*(y+z),(a+b+c)/x - a/x - b/x - c/x
(x*y + x*z - x*(y+z)) * ((a+b+c)/x - a/x - b/x - c/x),0,product,x*y + x*z - x*(y+z),(a+b+c)/x - a/x - b/x - c/x
((x*y + x*z - x*(y+z)) + 1)/(((a+b+c)/x - a/x - b/x - c/x) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),(a+b+c)/x - a/x - b/x - c/x
(x*y + x*z - x*(y+z)) + (a + b/x - (a*x+b)/x),0,sum,x*y + x*z - x*(y+z),a + b/x - (a*x+b)/x
(x*y + x*z - x*(y+z)) - (a + b/x - (a*x+b)/x),0,difference,x*y + x*z - x*(y+z),a + b/x - (a*x+b)/x
(x*y + x*z - x*(y+z)) * (a + b/x - (a*x+b)/x),0,product,x*y + x*z - x*(y+z),a + b/x - (a*x+b)/x
((x*y + x*z - x*(y+z)) + 1)/((a + b/x - (a*x+b)/x) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),a + b/x - (a*x+b)/x
(x*y + x*z - x*(y+z)) + ((x^2 - 1)/(x - 1) - (x+1)),0,sum,x*y + x*z - x*(y+z),(x^2 - 1)/(x - 1) - (x+1)
(x*y + x*z - x*(y+z)) - ((x^2 - 1)/(x - 1) - (x+1)),0,difference,x*y + x*z - x*(y+z),(x^2 - 1)/(x - 1) - (x+1)
(x*y + x*z - x*(y+z)) * ((x^2 - 1)/(x - 1) - (x+1)),0,product,x*y + x*z - x*(y+z),(x^2 - 1)/(x - 1) - (x+1)
((x*y + x*z - x*(y+z)) + 1)/(((x^2 - 1)/(x - 1) - (x+1)) + 1),1,shifted_quotient,x*y + x*z - x*(y+z),(x^2 - 1)/(x - 1) - (x+1)
((a+b+c)/x - a/x - b/x - c/x) + (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,sum,(a+b+c)/x - a/x - b/x - c/x,ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((a+b+c)/x - a/x - b/x - c/x) - (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,difference,(a+b+c)/x - a/x - b/x - c/x,ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((a+b+c)/x - a/x - b/x - c/x) * (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,product,(a+b+c)/x - a/x - b/x - c/x,ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((a+b+c)/x - a/x - b/x - c/x) + (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,sum,(a+b+c)/x - a/x - b/x - c/x,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((a+b+c)/x - a/x - b/x - c/x) - (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,difference,(a+b+c)/x - a/x - b/x - c/x,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((a+b+c)/x - a/x - b/x - c/x) * (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,product,(a+b+c)/x - a/x - b/x - c/x,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((a+b+c)/x - a/x - b/x - c/x) + (tan(x) + cot(x) - sec(x)*csc(x)),0,sum,(a+b+c)/x - a/x - b/x - c/x,tan(x) + cot(x) - sec(x)*csc(x)
((a+b+c)/x - a/x - b/x - c/x) - (tan(x) + cot(x) - sec(x)*csc(x)),0,difference,(a+b+c)/x - a/x - b/x - c/x,tan(x) + cot(x) - sec(x)*csc(x)
((a+b+c)/x - a/x - b/x - c/x) * (tan(x) + cot(x) - sec(x)*csc(x)),0,product,(a+b+c)/x - a/x - b/x - c/x,tan(x) + cot(x) - sec(x)*csc(x)
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((tan(x) + cot(x) - sec(x)*csc(x)) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,tan(x) + cot(x) - sec(x)*csc(x)
((a+b+c)/x - a/x - b/x - c/x) + (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,sum,(a+b+c)/x - a/x - b/x - c/x,1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((a+b+c)/x - a/x - b/x - c/x) - (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,difference,(a+b+c)/x - a/x - b/x - c/x,1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((a+b+c)/x - a/x - b/x - c/x) * (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,product,(a+b+c)/x - a/x - b/x - c/x,1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((a+b+c)/x - a/x - b/x - c/x) + (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,sum,(a+b+c)/x - a/x - b/x - c/x,1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((a+b+c)/x - a/x - b/x - c/x) - (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,difference,(a+b+c)/x - a/x - b/x - c/x,1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((a+b+c)/x - a/x - b/x - c/x) * (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,product,(a+b+c)/x - a/x - b/x - c/x,1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((a+b+c)/x - a/x - b/x - c/x) + (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,sum,(a+b+c)/x - a/x - b/x - c/x,ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((a+b+c)/x - a/x - b/x - c/x) - (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,difference,(a+b+c)/x - a/x - b/x - c/x,ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((a+b+c)/x - a/x - b/x - c/x) * (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,product,(a+b+c)/x - a/x - b/x - c/x,ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((ln(x^2 - y^2) - ln(x - y) - ln(x + y)) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((a+b+c)/x - a/x - b/x - c/x) + (sin(x)^2 - (1 - cos(2*x))/2),0,sum,(a+b+c)/x - a/x - b/x - c/x,sin(x)^2 - (1 - cos(2*x))/2
((a+b+c)/x - a/x - b/x - c/x) - (sin(x)^2 - (1 - cos(2*x))/2),0,difference,(a+b+c)/x - a/x - b/x - c/x,sin(x)^2 - (1 - cos(2*x))/2
((a+b+c)/x - a/x - b/x - c/x) * (sin(x)^2 - (1 - cos(2*x))/2),0,product,(a+b+c)/x - a/x - b/x - c/x,sin(x)^2 - (1 - cos(2*x))/2
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((sin(x)^2 - (1 - cos(2*x))/2) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,sin(x)^2 - (1 - cos(2*x))/2
((a+b+c)/x - a/x - b/x - c/x) + (cosh(x) + sinh(x) - e^x),0,sum,(a+b+c)/x - a/x - b/x - c/x,cosh(x) + sinh(x) - e^x
((a+b+c)/x - a/x - b/x - c/x) - (cosh(x) + sinh(x) - e^x),0,difference,(a+b+c)/x - a/x - b/x - c/x,cosh(x) + sinh(x) - e^x
((a+b+c)/x - a/x - b/x - c/x) * (cosh(x) + sinh(x) - e^x),0,product,(a+b+c)/x - a/x - b/x - c/x,cosh(x) + sinh(x) - e^x
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((cosh(x) + sinh(x) - e^x) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,cosh(x) + sinh(x) - e^x
((a+b+c)/x - a/x - b/x - c/x) + ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,sum,(a+b+c)/x - a/x - b/x - c/x,(sin(x) + cos(x))^2 - (1 + sin(2*x))
((a+b+c)/x - a/x - b/x - c/x) - ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,difference,(a+b+c)/x - a/x - b/x - c/x,(sin(x) + cos(x))^2 - (1 + sin(2*x))
((a+b+c)/x - a/x - b/x - c/x) * ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,product,(a+b+c)/x - a/x - b/x - c/x,(sin(x) + cos(x))^2 - (1 + sin(2*x))
(((a+b+c)/x - a/x - b/x - c/x) + 1)/(((sin(x) + cos(x))^2 - (1 + sin(2*x))) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,(sin(x) + cos(x))^2 - (1 + sin(2*x))
((a+b+c)/x - a/x - b/x - c/x) + (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,sum,(a+b+c)/x - a/x - b/x - c/x,2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
((a+b+c)/x - a/x - b/x - c/x) - (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,difference,(a+b+c)/x - a/x - b/x - c/x,2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
((a+b+c)/x - a/x - b/x - c/x) * (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,product,(a+b+c)/x - a/x - b/x - c/x,2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(((a+b+c)/x - a/x - b/x - c/x) + 1)/((2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))) + 1),1,shifted_quotient,(a+b+c)/x - a/x - b/x - c/x,2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
((a+b+c)/x - a/x - b/x - c/x) + (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,sum,(a+b+c)/x - a/x - b/x - c/x,2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
((a+b+c)/x - a/x - b/x - c/x) - (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,difference,(a+b+c)/x - a/x - b/x - c/x,2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
